PatID,ORD-1754269-01,ORD-1754270-01,ORD-1754271-01,ORD-1754272-01,ORD-1754273-01,ORD-1754274-01,ORD-1754275-01,ORD-1754276-01,ORD-1754277-01,ORD-1754279-01,ORD-1754281-01,ORD-1754282-01,ORD-1754283-01,ORD-1754284-01,ORD-1754285-01,ORD-1754286-01,ORD-1754287-01,ORD-1754288-01,ORD-1754290-01,ORD-1754291-01,ORD-1754292-01,ORD-1754293-01,ORD-1754294-01,ORD-1754295-01,ORD-1754296-01,ORD-1754297-01,ORD-1754298-01,ORD-1754299-01,ORD-1754300-01,ORD-1754301-01,ORD-1754302-01,ORD-1754303-01,ORD-1754304-01,ORD-1754305-01,ORD-1754306-01,ORD-1754307-01,ORD-1754308-01,ORD-1754309-01,ORD-1754310-01,ORD-1754311-01,ORD-1754312-01,ORD-1754313-01,ORD-1754314-01,ORD-1754315-01,ORD-1754316-01,ORD-1754317-01,ORD-1754318-01,ORD-1754319-01,ORD-1754320-01,ORD-1754321-01,ORD-1754322-01,ORD-1754323-01,ORD-1754324-01,ORD-1754326-01,ORD-1754327-01,ORD-1754328-01,ORD-1754329-01,ORD-1754330-01,ORD-1754331-01,ORD-1754332-01,ORD-1754334-01,ORD-1754336-01,ORD-1754337-01,ORD-1754338-01,ORD-1754339-01,ORD-1754340-01,ORD-1754341-01,ORD-1754342-01,ORD-1754343-01,ORD-1754344-01,ORD-1754345-01,ORD-1754346-01,ORD-1754348-01,ORD-1754349-01,ORD-1754350-01,ORD-1754351-01,ORD-1754352-01,ORD-1754355-01,ORD-1754358-01,ORD-1754359-01,ORD-1754360-01,ORD-1754361-01,ORD-1754362-01,ORD-1754363-01,ORD-1754364-01,ORD-1754365-01,ORD-1754366-01,ORD-1754367-01,ORD-1754368-01,ORD-1754369-01,ORD-1754370-01,ORD-1754371-01,ORD-1754372-01,ORD-1754373-01,ORD-1754374-01,ORD-1754375-01,ORD-1754376-01,ORD-1754377-01,ORD-1754378-01,ORD-1754379-01,ORD-1754380-01,ORD-1754381-01,ORD-1754382-01,ORD-1754383-01,ORD-1754384-01,ORD-1754385-01,ORD-1754388-01,ORD-1754390-01,ORD-1754391-01,ORD-1754392-01,ORD-1754393-01,ORD-1754395-01,ORD-1754396-01,ORD-1754397-01,ORD-1754398-01,ORD-1754399-01,ORD-1754400-01,ORD-1754401-01,ORD-1754402-01,ORD-1754403-01,ORD-1754404-01,ORD-1754405-01,ORD-1754406-01,ORD-1754407-01,ORD-1754408-01,ORD-1754409-01,ORD-1754410-01,ORD-1754411-01,ORD-1754412-01,ORD-1754414-01,ORD-1754415-01
ORD-1754269-01,1.0000000000000004,0.418646312704767,0.4854132186969544,0.3058475475754033,0.3289749415709272,0.46901801085209466,0.40656627810639956,0.37231288055791256,0.40891395633876143,0.49970062257000764,0.45534644804644775,0.21413055377035717,0.5339317671701855,0.22097143716175024,0.4669520114139268,0.33591265472361476,0.4167853723980493,0.3267283180925809,0.3122320831201225,0.2246521791646841,0.1373155051392532,0.5822259785932259,0.32866999530086827,0.5171875364006228,0.24205694936029626,0.5100204305529293,0.33699485148996017,0.33834273049308156,0.395250666908247,0.217596350037656,0.4418768982263863,0.2789006117294872,0.4053930574585089,0.37204166193997423,0.4923851716178952,0.2170715607549078,0.21914875017999788,0.38812793711617644,0.17480260662543948,0.4640016752979656,0.4310721605200747,0.573883857903502,0.3903841238582226,0.3733551068308304,0.3216485829349082,0.28614638457670666,0.30256226836016986,0.22649507318503884,0.4941746227817283,0.6451822579009006,0.08386577104844838,0.33009124559376174,0.3280284171213607,0.2728047690110977,0.26645346589848196,0.27771693193925046,0.4272309046043302,0.30054161409126434,0.4089466858238378,0.4306428639085612,0.35238017525928966,0.4042121347218542,0.4512710526487062,0.3598875042587827,0.2613988629311397,0.21439962995482129,0.5070841051913633,0.39017844820400105,0.5018085062239012,0.48039947830423807,0.4112850276816095,0.4972330077962845,0.31996066484240754,0.49791553250486625,0.37311657527251935,0.46963107451236585,0.382922266919333,0.3946692559260527,0.26821119231463536,0.32265607538538643,0.3272719335965627,0.08802011010439509,0.15629461003247788,0.46448336658370454,0.30541239294661815,0.37612480447757884,0.41405334418311807,0.11798617315302776,0.3945546616587921,0.3138381581357143,0.3861448859563568,0.32832749516957965,0.40650069884458795,0.3027405194079234,0.3823920706644191,0.24522496995144025,0.38062356402792114,0.25213819578309343,0.4936808448323927,0.1629955832569859,0.3835491568679996,0.3469673498583193,0.2923071991716537,0.5343411263406853,0.2712611108397526,0.43908597508841485,0.3181033357793033,0.29266133894924556,0.4669520114139268,0.5073547104629648,0.23307574570959394,0.3617392013576101,0.47959263133404106,0.16658829025103622,0.3165757948094343,0.5938364247899499,0.1458705390889749,0.26623823494498516,0.20141690478602473,0.47423614619720744,0.2911252469490358,0.31141082112735036,0.34715060350921734,0.23054673470227358,0.2664837252163479,0.47628242371988944,0.45146857548219194,0.20658229211526505,0.39069647189856493,0.23246499099857038,0.5110941141958211
ORD-1754270-01,0.418646312704767,1.0,0.3484261040393214,0.20399529906889233,0.12717020067942209,0.29142403346794604,0.4394637313768498,0.30192418600337145,0.2541984498830898,0.3181227983289138,0.5886470439151612,0.17760895722176795,0.5168197603504541,0.14171605201110477,0.388908514496777,0.28645217621204244,0.34875219152190057,0.28699152203443407,0.2808246805957674,0.2186205422227979,0.08486542340689836,0.47775280749939836,0.24632627206592267,0.3710398062714949,0.20383872234336095,0.4289779842885555,0.21856866403830896,0.3384313542023869,0.27770214893319317,0.16374323326478507,0.26893254873783995,0.22366394713151236,0.30440279165518114,0.3922921675683309,0.3604750087774683,0.1958974925163974,0.2247040178031195,0.3608068429388818,0.315392610231787,0.29938443758779726,0.34611199416516486,0.45119792209808873,0.2438492279208343,0.2918769384611898,0.25855289545066323,0.1975139902769761,0.316268792272728,0.16971873159191975,0.5395629190217477,0.4120422091259963,0.08448105341336047,0.34171134242804785,0.24734452359316106,0.3068902717994774,0.2763562576926179,0.26386221629995715,0.45727536357914084,0.2028747604628403,0.2836250083196023,0.32086328949621673,0.313586873969518,0.415114680531482,0.25857058829682494,0.2748963383890248,0.26036789700588336,0.19857134129927428,0.39903676524432946,0.40206999931414833,0.43622081125916135,0.3676141370995222,0.29420667762190483,0.48612816168700984,0.2884265366875161,0.4101645660778872,0.39573565320843906,0.35047981020706587,0.3412354069805858,0.36850893309754557,0.28973619317009974,0.19286112551354181,0.27427967587350577,0.12454679726937129,0.1534998015275331,0.3757585123183538,0.22846777174370383,0.32964703911148396,0.30476845717035544,0.060243172538043684,0.34351679277217206,0.24176569535871625,0.4144652161063668,0.29912394941138687,0.30859960949809834,0.2614377968233823,0.3219340612488968,0.18373162570548096,0.1898249438188188,0.24574800331728178,0.46815288720535225,0.15563095482311454,0.39158290355522335,0.21323245677116523,0.2544797876947826,0.423198983079952,0.2842926311957132,0.38623722048225945,0.23290599462990805,0.28732796307274927,0.388908514496777,0.44046736688783306,0.32867086976877036,0.2300557321174236,0.3589727292985431,0.1379947498089537,0.2103174510842029,0.37445719200146577,0.0803587946163186,0.6224961280717544,0.15251947821770853,0.4005516541653877,0.30287129733524293,0.24211914965651335,0.3188462399686091,0.21716391945454802,0.2826943831322438,0.32551919530306045,0.3920335710939981,0.13225626609098542,0.37377646052529934,0.14906398134397947,0.3671693233414558
ORD-1754271-01,0.4854132186969544,0.3484261040393214,1.0000000000000009,0.2966229218158843,0.134945458198266,0.421035727317994,0.3659331833233373,0.34078921121867095,0.24014731904191922,0.3749980416449508,0.32898922966148103,0.19277592588447803,0.41790996149441095,0.1657324483276318,0.3079255151969881,0.3014273225043379,0.3641805728951582,0.2697515381998706,0.2888682311303667,0.10629143055857572,0.1037720103705348,0.5370423912483382,0.21855335918877908,0.3625633266914811,0.12073434564099891,0.4936866002022359,0.23613264851636684,0.30311881963626114,0.2683109993659698,0.22705214577831165,0.24682639069124446,0.3936768604383237,0.35187430685560067,0.33760401601928275,0.47809519461111466,0.10872001200870182,0.2283005435893864,0.32450376945665216,0.14674886567223416,0.3246089325266906,0.28445398886890205,0.4320431875918751,0.31872205677500187,0.26702875323673075,0.21177085188004185,0.33003003121886104,0.3072011909586703,0.1565812577636824,0.38326432635232377,0.5176210613157863,0.0777942420903655,0.3509321841386868,0.29865960833332167,0.20266335334701277,0.2550232860574953,0.2202479387585492,0.35412559598426296,0.2622848491221256,0.31622369422136914,0.4442392137766012,0.4086737515747899,0.4090657780590201,0.33144724703228284,0.31112022543324436,0.21786595827720434,0.17869673836579597,0.38257664784058243,0.3268748192587914,0.4208230335439547,0.4258429828569384,0.25397074799150327,0.41826792497492127,0.21992867655899032,0.35013051868908485,0.33524119029095223,0.3574912448012578,0.3387509345127308,0.33230180954243216,0.2607800418516183,0.3646528188418593,0.2743627313775346,0.0708772384473704,0.2584863595303204,0.4571782852326467,0.3249203768181613,0.30317066852153257,0.3346226475107822,0.09852155385317798,0.3144088507082442,0.22081814558324997,0.3070467259206397,0.25667744906714646,0.3438677679820681,0.2605115904678227,0.25679833856955114,0.21198945508997066,0.222111840924349,0.21832730778058848,0.46242903011584036,0.17128297947904544,0.2998010926601866,0.3206914862967898,0.26558136960805934,0.5043453371397512,0.2278137602809123,0.39882833162214254,0.33513252645915903,0.33201980493826955,0.3079255151969881,0.49813975789622383,0.17706807633814747,0.3758286739716973,0.4598683450386368,0.22466818295911023,0.2054521706645159,0.4215446729865118,0.08751556215786545,0.22361535256685233,0.24194255671890744,0.4454057548168917,0.2214619605070085,0.2740252508383663,0.2743414859726991,0.23163915993888118,0.26141590378040136,0.4044238392506699,0.4343382168596312,0.12728965340311177,0.3657142044574539,0.19788737030868359,0.35483560961033317
ORD-1754272-01,0.3058475475754033,0.20399529906889233,0.2966229218158843,0.9999999999999997,0.1365442093125913,0.4909002329305364,0.20300306058606088,0.24364873627755118,0.14140177554985336,0.2655861678190171,0.25429625115049675,0.13378085303029613,0.3025973187962796,0.14314923573317642,0.28865111727460163,0.1807773600503723,0.24278435465250456,0.20172894457237214,0.31908541714795513,0.12257882281462783,0.08031407291263268,0.2595333335915043,0.29760714357279283,0.3794713946134761,0.10903770622776582,0.45659623740042893,0.21484366758261098,0.18629488019128482,0.24773718848585724,0.35174986742926456,0.3736244845095252,0.2097719279669786,0.22074081170923715,0.34723186007547135,0.282367333996314,0.23622638746457408,0.18308925751532193,0.22352349919439476,0.1395528891847524,0.194726223734354,0.21615256278816364,0.3025512322850258,0.13137557838987854,0.23296307562041013,0.1875811545733008,0.18523673549922876,0.1825341805417111,0.13424737085762342,0.21373497428339172,0.21713841987021848,0.12236660911318242,0.30572520508236845,0.2008235228220039,0.1477328653545262,0.2886162824508103,0.22814650945784207,0.1710713895804698,0.1997418075160641,0.20598938154103288,0.3152174891749172,0.22401088284145418,0.2261661547983691,0.37345135061409357,0.3402438589398763,0.11072178777872368,0.1400981239938516,0.2710341228645004,0.2133843863536556,0.2932526022544595,0.3785394655608901,0.14336083452770038,0.17615176067061525,0.268460380340933,0.312842471780879,0.2824429988347618,0.3369782093737125,0.31876736594151617,0.21672257803806938,0.2813972309309915,0.1682565648770202,0.3562987112737111,0.07516760205245626,0.08198974776397916,0.22855457090376746,0.22038366129691844,0.21930271872494972,0.19884451169617026,0.13206342666093146,0.3143357280621006,0.21187264467907624,0.25156360883161477,0.1560525179036984,0.13291918026219227,0.14728934317614634,0.22299908360046836,0.16311156881178604,0.17070620616344034,0.16556533981678212,0.37104896249675634,0.11032618379862116,0.26676628073163583,0.2056293504319074,0.11732718035424114,0.2796643729784918,0.10563629383031178,0.316208767425737,0.19305516417370425,0.1825354609831275,0.28865111727460163,0.2522848418824725,0.09431395283396925,0.3819375327946308,0.21766878007605875,0.10482394548176219,0.29534839139817887,0.20501272552345534,0.12879733202046667,0.12642668905858032,0.18782448567852586,0.3801228226749799,0.1491413757567918,0.21415430919402803,0.1605397375350935,0.2618290552237314,0.21956980044362637,0.3689664250753592,0.3104734000198073,0.12247069966110254,0.3559819631461062,0.11309206171790381,0.23084093447114826
ORD-1754273-01,0.3289749415709272,0.12717020067942209,0.134945458198266,0.1365442093125913,1.0,0.196652295128176,0.13979228846409053,0.3995171653026373,0.31909293678583306,0.27551146851404085,0.30184732283224525,0.2789444780081108,0.16808940327013383,0.36846957348136006,0.32167589772133853,0.13554568105047984,0.22479498610618726,0.30376170246308526,0.1015209920349452,0.051639140707010395,0.36068208707843175,0.1667389679671676,0.12333060968858456,0.18798446816135353,0.34242350165530794,0.3035079947282273,0.07754593991814723,0.3228318851851229,0.4919725507364173,0.23647298730671729,0.265793941862459,0.3709970793981897,0.1677849594497335,0.13859713924849576,0.2289279335914724,0.05515976261364975,0.07343487669771591,0.17844846859986288,0.1703302003903205,0.5144555819727246,0.12147791901143735,0.22828052866409382,0.2281299880071756,0.13500232931569062,0.22583154857394708,0.1172642950124658,0.16791056592541276,0.3589190335567442,0.21701119823384457,0.17804654886286234,0.04583981921733499,0.13432599645760668,0.36425575937588256,0.2399124183685197,0.06837101030452923,0.2821432469042413,0.10130939890170032,0.11238116839504253,0.29549509060517665,0.1502546103415348,0.19475645958694524,0.14714208641771387,0.18339763155539085,0.3131419003693562,0.07307327382569138,0.23823492432951027,0.24642843769368059,0.14541036278301592,0.24248422753782012,0.13826502775823907,0.12085038830630639,0.16778518935753925,0.11480089835612496,0.1720900733125508,0.12799185522115797,0.28916214433561477,0.4342312849673127,0.19865431913313092,0.42289479192368373,0.14518606376535995,0.14352188125710388,0.08439097591250301,0.05347670769737081,0.1579849663109214,0.21440282302100488,0.13548019030226638,0.2084559123485059,0.020709300215593855,0.314919700225013,0.2982536266863287,0.08632750531613556,0.42408785889103556,0.09627831153663802,0.10152524358190568,0.09046506115519343,0.21054268025692724,0.3524891859722743,0.11244521658490983,0.2302781350567387,0.20674570901738418,0.10007707811664583,0.2050144985922094,0.0808985820572696,0.2156298898409304,0.08370193258964397,0.25981716615488076,0.3347594700919986,0.09554811083203087,0.32167589772133853,0.19724319415079516,0.06935945286567693,0.4418592109484933,0.2255850409318424,0.22779890819838303,0.11290476670508641,0.26701001604744307,0.4888853535753308,0.12388868925121385,0.39648625183913927,0.174714296605615,0.09065588658174502,0.1711499122544414,0.46299666932976336,0.16239055766477165,0.4324352680947273,0.3746110738095146,0.12040663695693388,0.5741840841137065,0.20371467330662507,0.09756789717964043,0.24634354172547235
ORD-1754274-01,0.46901801085209466,0.29142403346794604,0.421035727317994,0.4909002329305364,0.196652295128176,0.9999999999999998,0.36760719229876493,0.34770326780440003,0.2474155420614171,0.4256593778703696,0.33570292988783595,0.18518334501428127,0.3712311981842055,0.20514183522688126,0.34872414079001957,0.23086305461063455,0.3431990229361323,0.2542836345994859,0.2900543235136052,0.12462889215601318,0.09317677336227335,0.4197156956653107,0.26498321207082753,0.3747856929273362,0.20904622747204957,0.44232855864599135,0.2252972980008571,0.2765897701775958,0.3186610208066878,0.20508386313270854,0.43697572282651265,0.20882174110606475,0.2784161665019504,0.40441480875365055,0.36068618096001825,0.1943736046071798,0.18126820566738824,0.3271551852317453,0.2359461066782856,0.29444108476906855,0.38275896844222296,0.38375911902505755,0.2519688237423222,0.27465650253515295,0.24441817377936645,0.19856953414854134,0.23754501439858267,0.14721460188639812,0.31912331200023,0.4078634786689921,0.09957786883728623,0.29124380531642774,0.28960646540861773,0.19330864146841184,0.2567753876640102,0.25877114309060933,0.258593107847515,0.28803581223465324,0.2979199758195609,0.3566617446168264,0.2766528473570211,0.30645733043052636,0.4841277490349642,0.43442564396686956,0.30354849700558634,0.18525724398188406,0.4327355118553178,0.36141180033152803,0.4717554784968868,0.3650017358384043,0.2651275278950262,0.20737273485871102,0.24926462180917192,0.3998935619698526,0.27443803857292054,0.41221509543903173,0.32897386080285884,0.2760830780533697,0.20473959938633127,0.2705173844671133,0.42304256098101894,0.07465318676876379,0.13213707324176682,0.3459638136378064,0.26342051592998283,0.34551403825214366,0.32596224918520017,0.09522735325621955,0.3332723558882954,0.18917156684915865,0.3227769676345283,0.33135913224500796,0.3200581534375677,0.2559351911127265,0.30104598220967393,0.25479070216232114,0.22217404930379026,0.1955101776387879,0.3836574679599396,0.14999925298071048,0.3171863845088283,0.35472391003846104,0.22631200029837026,0.3848478444849648,0.3416970837124829,0.3729394926516212,0.2269288734082114,0.28153657527510884,0.34872414079001957,0.44258463128442227,0.1899794918912088,0.35278271632625957,0.36505486607516024,0.12148913716788219,0.27031580364043967,0.32735798700769897,0.14333343305440796,0.1489720440710005,0.19867696409850535,0.3518068872335102,0.27187566443226585,0.24247526384732812,0.25352655776137706,0.23260077384797018,0.3211456794981113,0.2700197103989799,0.2604051355422709,0.14454020297834755,0.378653236156177,0.12808939854326656,0.33443760465309547
ORD-1754275-01,0.40656627810639956,0.4394637313768498,0.3659331833233373,0.20300306058606088,0.13979228846409053,0.36760719229876493,1.0000000000000007,0.29406899926536706,0.38251741607594086,0.3491649198622802,0.3692229716204604,0.1875451026059382,0.4462245280250875,0.162361060344785,0.5588543832995384,0.32390779867649777,0.362181619760455,0.2696496755831536,0.3196371486158321,0.19138604265949416,0.09557106691999762,0.4489249376846766,0.20365781710394318,0.39945780128787295,0.238561733209792,0.43091936522951824,0.39530046135613855,0.3258210374938193,0.2688842210643445,0.3867269851822734,0.2795628500836406,0.30569628432027646,0.3421487990877012,0.36991002080596425,0.3502666917976304,0.18454267185567066,0.45934500357158753,0.3677839011505455,0.26774199990967634,0.4120344450869766,0.4475320056913003,0.4311312406134357,0.3386885168879362,0.42023097336280024,0.25058817068117434,0.24020409571013196,0.3194191360176592,0.14338253713607266,0.5511972596607223,0.3734433195417731,0.07708381579851353,0.3678741542710546,0.26211331700507795,0.2057877904319971,0.2506169120385281,0.28933119514828487,0.5040188114413517,0.2698536911238373,0.3905561777062137,0.3202761460008778,0.34397048567819344,0.30864529335191576,0.3341800067649758,0.29161986683454155,0.39306313557987066,0.1989568832818198,0.45849166743605135,0.509476936605287,0.5225687922556878,0.4053171697590661,0.49742896379268325,0.25060621682108675,0.21057298263433455,0.41671272482438193,0.4592155489663695,0.3391654615847008,0.4357366820061658,0.346158887904318,0.33878219683272726,0.2765312694665389,0.23532573408142668,0.15799537913710435,0.14578356378891186,0.32468882563758983,0.32873078489848256,0.2941327597286325,0.4521941172343778,0.05011185189924451,0.3504844436884598,0.22151239930502933,0.5535614199612336,0.3973091929263628,0.34476394021167855,0.39207084331156616,0.41627624691256093,0.19763774247270557,0.26197448917301647,0.21629908897550254,0.5676581266322203,0.21379750897419536,0.4841933349968973,0.244964018745096,0.46703091924840534,0.3380389093690099,0.3888324270320302,0.4304576016285041,0.24943900723836948,0.3155988010837789,0.5588543832995384,0.5839935484226466,0.3183699990150419,0.2535041239453934,0.31772138235007863,0.20649775886167496,0.27808902795840335,0.32849882744470116,0.11966142416385477,0.16287247198237395,0.16364962468263913,0.39865032950802504,0.39646193023298254,0.2554661662504483,0.3316586993584251,0.2925486930055218,0.20491755378474208,0.25327518038359736,0.5931787690930977,0.13770760074522564,0.3505525899625972,0.14986170770003904,0.3825329997788989
ORD-1754276-01,0.37231288055791256,0.30192418600337145,0.34078921121867095,0.24364873627755118,0.3995171653026373,0.34770326780440003,0.29406899926536706,1.0000000000000004,0.3413053073183024,0.34024040402962424,0.3196935184687776,0.2705699604323631,0.3474777755565491,0.3786306614467817,0.4007124674805177,0.3491967011919636,0.389799497556761,0.5797741644271547,0.28729848619807,0.21929102956733043,0.3460638500676861,0.5458831455701599,0.28342912464131953,0.3693297789257015,0.22361212240416115,0.4326157146915389,0.21303693457866524,0.3808707946479013,0.44874733691322205,0.19973704521737679,0.2883717914941008,0.31566786399555596,0.35822624746785514,0.30315245136735275,0.3687615862203497,0.12981990558749032,0.29087531022648616,0.28655319425416914,0.24761585083721516,0.38691003510585614,0.22183433243022224,0.38845167226100796,0.2955582185005049,0.2999107270155844,0.28257174548941166,0.20217615162402636,0.46112558772323864,0.357047230337323,0.2790609357577212,0.3943511765127166,0.10075337456666954,0.28531218322270935,0.40596150719726176,0.2845761908045838,0.17396973053291762,0.26452578693341294,0.20467375897864512,0.23924723832004502,0.5584129860966216,0.3092388795972281,0.5287012818736573,0.2664356371830526,0.3529685983655256,0.48725136365160543,0.20923932178265023,0.19689564311566873,0.37339372058981074,0.3648991135774001,0.369113943522978,0.2849161758639556,0.22874417980676162,0.21876910519658335,0.2385450842145117,0.36836558542618486,0.30321528927303804,0.33029124324909837,0.4398137454049693,0.4047897241958979,0.330958280172894,0.27503623354590767,0.3173864407459613,0.15868790273315206,0.14611852520483407,0.42826667748091923,0.19105650603740915,0.36974309773092295,0.3676868719541372,0.04621725265677911,0.4428087118194255,0.21618691981413454,0.24805201446397504,0.44905741063058136,0.2714419966906777,0.23816293898019292,0.22077623305384841,0.13965981352709808,0.38214796680191576,0.26373529285336417,0.2902347623605435,0.19811667966926017,0.29928997458128737,0.39630843272494115,0.24156342722060126,0.41517535388268717,0.16131468954517547,0.5376567890554379,0.41164699815767986,0.22268440671925893,0.4007124674805177,0.45765090556962373,0.13269834082943602,0.41929991299506025,0.4493495354885719,0.1428013169883383,0.2926318383434899,0.4101960893624584,0.38959158560773294,0.18793220490251986,0.39727060297863165,0.4440854825214661,0.18048789050637282,0.38627158524201405,0.3970421399491869,0.19508133441222308,0.3952359033605301,0.35627391875004044,0.22347639944296185,0.36913833260655377,0.49443149604068076,0.2229294544786576,0.3558535217405668
ORD-1754277-01,0.40891395633876143,0.2541984498830898,0.24014731904191922,0.14140177554985336,0.31909293678583306,0.2474155420614171,0.38251741607594086,0.3413053073183024,0.9999999999999993,0.18008529856453664,0.2176199949467573,0.15632404343668033,0.27349417870678044,0.34231611872677886,0.5874717921935684,0.16667160740192877,0.2551436271990611,0.3081646081669576,0.12154706518663863,0.05756197177006668,0.32915085527079563,0.3452977479731021,0.12034581405104396,0.2108485058350564,0.10265723835617643,0.2830831800256963,0.2112921886225842,0.47998836063820144,0.30775324944506055,0.30195392305748797,0.16831562773936828,0.34095490890133634,0.27481289803955594,0.29689859166279053,0.24405809913353563,0.1714301539372098,0.1184520205328955,0.217991557915153,0.15663269914883474,0.5639450213419179,0.38917923510352403,0.3146037849221054,0.2037438919623125,0.29150518112755336,0.21831375095074004,0.10470744125570255,0.20632936109715172,0.32196825246275546,0.40142178201457884,0.26488208621085796,0.047112300631872085,0.1634888180775586,0.28905266430041954,0.13107084293161814,0.09941844048413155,0.13966110275871116,0.46016925690307714,0.14718030343343255,0.5075272424678997,0.2358475017769957,0.28127470161046364,0.16064743858975877,0.1979636558961085,0.3089952459895722,0.4108394464052487,0.11331192162807674,0.3307706440735216,0.46668569903826596,0.4200176162328692,0.40202429207866086,0.43837930116720314,0.1562245895972375,0.12006723406728409,0.32048619638358816,0.394699220732792,0.1749044643298202,0.5325978126245994,0.19410979870378448,0.4469572115539416,0.24449252790658893,0.1681874526112305,0.07902885203011382,0.08681730816468826,0.26448622872768746,0.378224351854328,0.1520320229752585,0.48375750618155516,0.03504793686500404,0.3247564729334449,0.15064290910807981,0.4376762636671575,0.5832147510048015,0.3027284678504066,0.22772103813019984,0.4287727156184786,0.18284085828983568,0.23659645647694333,0.117211909601129,0.40363019664511807,0.12034852308552367,0.44302977498285107,0.18810848253956075,0.38851703618927214,0.225788577164476,0.324796555252305,0.22663173141542522,0.33486375196547075,0.1929347606116045,0.5874717921935684,0.39928286535781576,0.26021715254067734,0.3322021646199688,0.24356444253625376,0.06826439873353901,0.11514630275967583,0.19954348168901126,0.41174228312911315,0.2329316516496169,0.35658533627776606,0.27443465505594894,0.4467724694034657,0.1589549058970241,0.392311817904909,0.08553666561348716,0.2778239571830849,0.15127813218138647,0.4700137298990259,0.3499686753870621,0.2436849046339047,0.09096154006021334,0.33194597018186645
ORD-1754279-01,0.49970062257000764,0.3181227983289138,0.3749980416449508,0.2655861678190171,0.27551146851404085,0.4256593778703696,0.3491649198622802,0.34024040402962424,0.18008529856453664,0.9999999999999996,0.4090846057750884,0.1938503544287268,0.46934979884931416,0.22964734400972878,0.2550813440693403,0.32515757764721614,0.39926971809130224,0.2940956907612456,0.21342601135340147,0.1306930088112344,0.0872014654021072,0.4315387356655754,0.32141855235580874,0.36909270762750546,0.1853897025031111,0.4789140311161356,0.23851454264978272,0.20786902673582286,0.38474493652811853,0.20560148553826887,0.30767582835758467,0.17111632065175722,0.38024702003572414,0.29347075627858776,0.6254572209872181,0.11852849730865554,0.17554228516606585,0.37250177783907384,0.21590661721075194,0.27434152705736803,0.3194841069107311,0.3877848518067267,0.20163163725392078,0.2962338846020076,0.3077912363313632,0.3227665833449483,0.2924975343341734,0.1752156043405545,0.33801871646602705,0.43802642789615787,0.18638172343977913,0.2627963698690718,0.28282772663257877,0.25533981369518305,0.1738539018702136,0.29087179838892296,0.2705894939361829,0.27635312252802685,0.2948119269863286,0.3856847815409184,0.34992706118393596,0.3295335326593804,0.32771794810888694,0.3360798720404484,0.1689965157829451,0.28021450268523274,0.4765252048100178,0.3315130175512427,0.49128651141416046,0.33925583243444685,0.24640630119745918,0.39521402343876255,0.2900426028163685,0.33276694389205136,0.3326301580035688,0.4850962156449337,0.26178204561609597,0.3702303175216776,0.1517250225473675,0.2232436153220624,0.30545527655614213,0.10685769952288293,0.14371071873216884,0.3910338705615019,0.14268045008502178,0.2887031892302749,0.2524640576322202,0.043781283091139524,0.3289944233658944,0.27074298446210376,0.22419752255913566,0.261626373852183,0.3217210202103162,0.19681053600627613,0.20197172383237724,0.15575186378103933,0.29783244500793066,0.22061552943434035,0.5028795774040167,0.16518213710093574,0.20492142923761278,0.21568600043484387,0.16962518172351534,0.4314860756677188,0.23598946057245143,0.4297051557424228,0.2509112693946815,0.1914468000476471,0.2550813440693403,0.45770217800561125,0.10388191987405407,0.3655413533697491,0.3931288088212926,0.20017918919972627,0.21922409631693066,0.4528834241293086,0.12708639709014447,0.270685350854033,0.1583897725052717,0.40978543568877335,0.17526240081353245,0.30915882801983513,0.2725298002788244,0.14059713998645623,0.2393116758936459,0.3999334382030886,0.2940755785610297,0.24225443367822236,0.4185883785812322,0.24703743698444075,0.5531105541784218
